,Listing,Price,Address,Link,Floor_space_m²,Number_bedrooms,Area
1169,2 Bed Apartment in Rondebosch,1800000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/T3186771,76,2, Rondebosch
1170,3 Bed House in Fairways,1850000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/T3319754,496,3, Fairways
1171,3 Bed House in Fairways,1850000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/T3304946,92,3, Fairways
1172,1 Bed House in Harfield Village,1875000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/harfield-village/T3423013,61,1, Harfield Village
1173,2 Bed Apartment in Rondebosch,1895000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/T3425882,90,2, Rondebosch
1174,2 Bed Townhouse in Kenilworth Upper,1900000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/T3047902,107,2, Kenilworth Upper
1175,2 Bed Townhouse in Harfield Village,1949000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/harfield-village/T3380010,83,2, Harfield Village
1176,2 Bed House in Diep River,1950000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/diep-river/T3332209,458,2, Diep River
1177,2 Bed Apartment in Tokai,1950000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/tokai/T3272998,60,2, Tokai
1178,2 Bed House in Rondebosch,1975000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/T3274377,122,2, Rondebosch
1179,2 Bed Apartment in Tokai,1975000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/tokai/T3230396,79,2, Tokai
1180,3 Bed Apartment in Rondebosch,1990000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/T3100344,117,3, Rondebosch
1181,2 Bed Apartment in Claremont,1995000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T3469064,76,2, Claremont
1182,2 Bed Apartment in Plumstead,1995000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/T3425095,91,2, Plumstead
1183,2 Bed Apartment in Rosebank,1995000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rosebank/T3424763,71,2, Rosebank
1184,3 Bed Apartment in Rondebosch,1995000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/T3344659,87,3, Rondebosch
1185,3 Bed House in Plumstead,1999000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/T3477081,111,3, Plumstead
1186,3 Bed Apartment in Rondebosch,1999999,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/T3043701,95,3, Rondebosch
1187,1 Bed Apartment in Claremont,2000000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T3323374,68,1, Claremont
1188,3.5 Bed Apartment in Kenilworth Upper,2000000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/T3296292,168,3.5, Kenilworth Upper
1189,1 Bed Apartment in Kenilworth Upper,2085000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/T3422690,53,1, Kenilworth Upper
1190,3 Bed House in Southfield,2095000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/southfield/T3401382,118,3, Southfield
1191,2 Bed Apartment in Kenilworth Upper,2095000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/T3217920,67,2, Kenilworth Upper
1192,3 Bed Apartment in Rondebosch,2100000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/T3480537,123,3, Rondebosch
1193,3 Bed House in Wynberg,2100000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3463083,409,3, Wynberg
1194,3 Bed Apartment in Kenilworth Upper,2100000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/T3450843,121,3, Kenilworth Upper
1195,2 Bed Apartment in Kenilworth Upper,2100000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/T3428741,124,2, Kenilworth Upper
1196,2 Bed Apartment in Rondebosch,2150000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/T3241221,94,2, Rondebosch
1197,2 Bed Apartment in Tokai,2150000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/tokai/T3230393,72,2, Tokai
1198,3 Bed House in Crawford,2180000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/crawford/T3294263,495,3, Crawford
1199,3 Bed Apartment in Pinelands,2185000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/T3115915,101,3, Pinelands
1200,2 Bed Apartment in Pinelands,2195000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/T3256967,63,2, Pinelands
1201,2 Bed Apartment in Pinelands,2195000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/T3159634,64,2, Pinelands
1202,3 Bed House in Heathfield,2199999,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/heathfield/T3482997,459,3, Heathfield
1203,2 Bed Townhouse in Kenilworth,2250000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/T3111706,91,2, Kenilworth
1204,3 Bed House in Plumstead,2250000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/T3461708,119,3, Plumstead
1205,2 Bed Apartment in Rondebosch,2250000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/T3408948,82,2, Rondebosch
1206,2 Bed Apartment in Rondebosch,2250000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/T3372622,77,2, Rondebosch
1207,3 Bed House in Southfield,2250000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/southfield/T3286625,496,3, Southfield
1208,2 Bed Apartment in Newlands,2250000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/newlands/T3261566,86,2, Newlands
1209,2 Bed House in Pinelands,2250000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/T3122170,82,2, Pinelands
1210,3 Bed House in Thornton,2270000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/thornton/T2852946,595,3, Thornton
1211,3 Bed House in Southfield,2295000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/southfield/T3477184,414,3, Southfield
1212,3 Bed House in Southfield,2295000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/southfield/T3420387,119,3, Southfield
1213,4 Bed House in Thornton,2295000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/thornton/T3326103,732,4, Thornton
1214,3 Bed House in Plumstead,2295000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/T3324272,209,3, Plumstead
1215,3 Bed House in Plumstead,2295000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/T3278586,194,3, Plumstead
1216,3 Bed Apartment in Tokai,2295000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/tokai/T3118393,97,3, Tokai
1217,2 Bed House in Lansdowne,2300000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/lansdowne/T3451078,495,2, Lansdowne
1218,2 Bed Apartment in Newlands,2300000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/newlands/T3362151,86,2, Newlands
1219,2 Bed Apartment in Pinelands,2300000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/T3280443,63,2, Pinelands
1220,3 Bed House in Heathfield,2395000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/heathfield/T3473180,370,3, Heathfield
1221,4 Bed House in Plumstead,2395000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/T3459630,746,4, Plumstead
1222,2 Bed Flat in Newlands,2395000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/newlands/T3111841,69,2, Newlands
1223,6 Bed House in Southfield,2400000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/southfield/T3055115,576,6, Southfield
1224,3 Bed House in Plumstead,2420000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/T2663843,100,3, Plumstead
1225,2 Bed House in Pinelands,2450000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/T3431383,346,2, Pinelands
1226,3 Bed House in Plumstead,2450000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/T3424370,471,3, Plumstead
1227,3 Bed House in Constantia,2450000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/constantia/T3351029,167,3, Constantia
1228,2 Bed Apartment in Kenilworth,2450000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/T3079284,67,2, Kenilworth
1229,2 Bed Apartment in Rondebosch,2495000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/T3462499,135,2, Rondebosch
1230,3 Bed House in Fairways,2495000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/T3458516,495,3, Fairways
1231,2 Bed House in Plumstead,2495000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/T3323279,122,2, Plumstead
1232,2 Bed Apartment in Rondebosch,2500000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/T3063212,93,2, Rondebosch
1234,1 Bed Apartment in Claremont Upper,2590000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T3136935,63,1, Claremont Upper
1235,2 Bed Apartment in Newlands,2594999,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/newlands/T3470795,54,2, Newlands
1236,4 Bed House in Plumstead,2595000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/T3353259,495,4, Plumstead
1237,3 Bed Apartment in Wynberg Upper,2650000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3367337,146,3, Wynberg Upper
1238,2 Bed House in Harfield Village,2695000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/harfield-village/T3466582,241,2, Harfield Village
1239,2 Bed Apartment in Rondebosch,2695000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/T3435470,91,2, Rondebosch
1240,6 Bed House in Wynberg,2695000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3305330,255,6, Wynberg
1241,3 Bed House in Thornton,2695000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/thornton/T3279438,595,3, Thornton
1243,4 Bed House in Kenwyn,2700000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/lansdowne/T3420948,620,4, Kenwyn
1244,1 Bed Apartment in Kenilworth Upper,2700000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/T3301972,3060,1, Kenilworth Upper
1245,4 Bed Apartment in Wynberg Upper,2750000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3419343,176,4, Wynberg Upper
1246,4 Bed Apartment in Kenilworth Upper,2750000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/T3407204,176,4, Kenilworth Upper
1247,3 Bed Apartment in Wynberg Upper,2750000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3367373,146,3, Wynberg Upper
1248,3 Bed Apartment in Wynberg Upper,2750000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3367312,146,3, Wynberg Upper
1249,3 Bed Apartment in Claremont Upper,2750000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T3216892,186,3, Claremont Upper
1250,2 Bed House in Harfield Village,2750000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/harfield-village/T3096619,244,2, Harfield Village
1251,3 Bed Apartment in Claremont,2795000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T3184195,88,3, Claremont
1252,3 Bed Apartment in Rondebosch,2795000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/T3007271,92,3, Rondebosch
1253,4 Bed House in Lansdowne,2799000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/lansdowne/T3331917,602,4, Lansdowne
1254,3 Bed Townhouse in Newlands,2800000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/newlands/T3170320,144,3, Newlands
1255,2 Bed Apartment in Claremont Upper,2848000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T2970751,90,2, Claremont Upper
1256,4 Bed House in Diep River,2850000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/diep-river/T3457255,620,4, Diep River
1257,2 Bed Apartment in Rondebosch,2850000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/T3428066,93,2, Rondebosch
1258,3 Bed Apartment in Wynberg Upper,2850000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3367394,146,3, Wynberg Upper
1259,3 Bed House in Harfield Village,2850000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/harfield-village/T2744827,143,3, Harfield Village
1260,3 Bed House in Harfield Village,2895000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/harfield-village/T3467857,133,3, Harfield Village
1261,5 Bed House in Wynberg,2895000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3096927,277,5, Wynberg
1262,2 Bed Apartment in Kenilworth,2900000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/T3031695,67,2, Kenilworth
1263,3 Bed Townhouse in Newlands,2900000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/newlands/T3007828,122,3, Newlands
1264,2 Bed House in Claremont Upper,2960000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T3432739,79,2, Claremont Upper
1265,3 Bed House in Plumstead,2980000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/T3428487,280,3, Plumstead
1266,2 Bed Apartment in Newlands,2990000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/newlands/T3374553,114,2, Newlands
1267,2 Bed House in Claremont Upper,2990000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T3362440,144,2, Claremont Upper
1268,4 Bed House in Thornton,2995000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/thornton/T3430007,260,4, Thornton
1269,2 Bed House in Claremont Upper,2995000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T3416745,158,2, Claremont Upper
1270,2 Bed House in Harfield Village,2995000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/harfield-village/T3398610,278,2, Harfield Village
1271,5 Bed House in Pinelands,3000000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/T3338415,755,5, Pinelands
1272,3 Bed Apartment in Rondebosch,3000000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/T3177115,115,3, Rondebosch
1273,1 Bed Apartment in Wynberg,650000, 7 mars road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/7-mars-road/T3240807,35,1, Wynberg
1276,Studio Apartment in Mowbray,895000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/mowbray/T3413732,,Studio, Mowbray
1277,Bachelor apartment in Wynberg Upper,899000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3439835,,Bachelor, Wynberg Upper
1278,1 Bed Apartment in Wynberg Upper,995000," 21 the oaks, 1 oak avenue",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/21-the-oaks/1-oak-avenue/T3321459,50,1, Wynberg Upper
1279,1 Bed Apartment in Pinelands,1095000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/T3444029,,1, Pinelands
1280,2 Bed Flat in Pinelands,1100000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/T3318974,,2, Pinelands
1281,2 Bed Apartment in Mowbray,1250000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/mowbray/T3481639,,2, Mowbray
1282,2 Bed Apartment in Plumstead,1250000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/T3274196,,2, Plumstead
1283,2 Bed Apartment in Wynberg Upper,1295000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3407088,,2, Wynberg Upper
1284,2 Bed Apartment in Plumstead,1299000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/T3162326,,2, Plumstead
1285,1 Bed Apartment in Mowbray,1350000," 101 heather view, 3 strubens road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/mowbray/101-heather-view/3-strubens-road/T3292602,39,1, Mowbray
1286,2 Bed Apartment in Mowbray,1350000," 7 priory park, 5 alexander road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/mowbray/7-priory-park/5-alexander-road/T3238269,72,2, Mowbray
1287,1 Bed Apartment in Wynberg Upper,1494995,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3071248,,1, Wynberg Upper
1288,2 Bed Apartment in Wynberg,1495000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3451724,,2, Wynberg
1289,2 Bed Apartment in Wynberg Upper,1499999,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3369618,,2, Wynberg Upper
1290,2 Bed Apartment in Wynberg Upper,1549500,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3367226,,2, Wynberg Upper
1291,3 Bed House in Wynberg,1550000, 41 bega road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/41-bega-road/T3452814,171,3, Wynberg
1292,2 Bed Apartment in Bergvliet,1620000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/bergvliet/T3412955,,2, Bergvliet
1293,2 Bed Apartment in Wynberg Upper,1695000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3258724,,2, Wynberg Upper
1294,2 Bed Apartment in Kenilworth Upper,1749000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/T3383254,,2, Kenilworth Upper
1295,1 Bed Apartment in Wynberg Upper,1750000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3393218,,1, Wynberg Upper
1296,2 Bed Apartment in Rondebosch,1795000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/T3430283,,2, Rondebosch
1297,3 Bed Apartment in Rondebosch,1980000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/T3472631,,3, Rondebosch
1298,3 Bed Apartment in Pinelands,1980000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/T3178626,,3, Pinelands
1299,2 Bed Apartment in Claremont Upper,2200000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T3392093,,2, Claremont Upper
1301,3 Bed Apartment in Rondebosch,2600000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/T3128433,,3, Rondebosch
1302,4 Bed House in Plumstead,2799000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/T3473824,,4, Plumstead
1303,1 Bed Apartment in Wynberg,420000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T2029951,31,1, Wynberg
1304,Studio Apartment in Wynberg,450000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3328445,31,Studio, Wynberg
1305,2 Bed Apartment in Wynberg,595000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3063984,64,2, Wynberg
1306,2 Bed Apartment in Wynberg,650000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3330674,67,2, Wynberg
1307,1 Bed Apartment in Thornton,680000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/thornton/T3474568,42,1, Thornton
1308,1 Bed Apartment in Wynberg,699000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3214454,50,1, Wynberg
1309,1 Bed Apartment in Plumstead,700000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/T3191619,31,1, Plumstead
1310,1 Bed Apartment in Plumstead,700000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/T3055133,31,1, Plumstead
1311,1 Bed Apartment in Wynberg,750000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3453691,45,1, Wynberg
1312,1 Bed Apartment in Claremont,750000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T3337623,37,1, Claremont
1313,2 Bed Apartment in Southfield,770000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/southfield/T3480118,52,2, Southfield
1314,2 Bed Apartment in Thornton,790000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/thornton/T3457565,58,2, Thornton
1315,Bachelor apartment in Mowbray,,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/mowbray/T3403499,35,Bachelor, Mowbray
1316,1 Bed Apartment in Wynberg,795000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3424513,39,1, Wynberg
1317,1 Bed Apartment in Pinelands,800000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/T3370063,38,1, Pinelands
1318,1 Bed Apartment in Plumstead,820000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/T3407167,47,1, Plumstead
1319,1 Bed Apartment in Bergvliet,849500,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/bergvliet/T3395621,44,1, Bergvliet
1320,1 Bed Apartment in Heathfield,849999,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/heathfield/T3348179,38,1, Heathfield
1321,Studio Apartment in Mowbray,870000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/mowbray/T3283445,34,Studio, Mowbray
1322,1 Bed Apartment in Plumstead,895000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/T3030080,58,1, Plumstead
1323,Studio Apartment in Kenilworth,895000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/T3277618,48,Studio, Kenilworth
1324,1 Bed Apartment in Lansdowne,900000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/lansdowne/T3431294,56,1, Lansdowne
1325,1 Bed Apartment in Wynberg Upper,925000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T2980697,45,1, Wynberg Upper
1326,1 Bed Apartment in Claremont,945000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T3302879,47,1, Claremont
1327,2 Bed Apartment in Lansdowne,950000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/lansdowne/T3477642,52,2, Lansdowne
1328,2 Bed Apartment in Wynberg,950000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3452616,75,2, Wynberg
1329,2 Bed Apartment in Wynberg,950000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3452598,75,2, Wynberg
1330,2 Bed Apartment in Diep River,990000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/diep-river/T3403301,48,2, Diep River
1331,2 Bed Apartment in Wynberg,995000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/T3332592,74,2, Wynberg
1332,Studio Apartment in Claremont Upper,995000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T3268628,36,Studio, Claremont Upper
1333,1 Bed Apartment in Kenilworth,999000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/T3306393,44,1, Kenilworth
1334,1 Bed Apartment in Plumstead,1030000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/T2945757,43,1, Plumstead
1335,2 Bed Flat in Pinelands,1100000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/T3249576,61,2, Pinelands
1336,Studio Apartment in Rondebosch,1125000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/T3450151,30,Studio, Rondebosch
1337,2 Bed Apartment in Pinelands,1125000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/T3441182,56,2, Pinelands
1338,2 Bed Apartment in Plumstead,1185000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/T3458258,77,2, Plumstead
1339,Bachelor apartment in Claremont,1200000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/T3460039,42,Bachelor, Claremont
1340,Studio Apartment in Rondebosch,1200000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/T3445278,34,Studio, Rondebosch
1342,1 Bed Apartment in Pinelands,1250000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/T3476629,39,1, Pinelands
1343,2 Bed Apartment in Pinelands,1250000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/T3425118,49,2, Pinelands
1344,1 Bed Apartment in Kenilworth,1250000,,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/T3415356,63,1, Kenilworth
